dates,RG_BISH05_mm,RG_BISH12_mm,RG_DEL0103_mm,RG_KID0105_mm,RG_KID1316_mm,RG_KID46_mm,RG_MEL05_mm,RG_MEL14_mm,RG_NASE0104_mm,RG_NEWS1920_mm,RG_TOUT0405_mm
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-04,0.276136511,0.288524449,0.0,0.0,0.0,0.0,0.27916489,0.0,0.0,0.28547458,0.0
2022-10-05,0.0,0.2885236905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-06,0.0,0.0,0.0,0.282263295,0.0,0.0,0.0,0.0,0.278818383,0.0,0.277666281
2022-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-08,0.0,0.28852161,0.0,0.0,0.0,0.0,0.279167536,0.0,0.0,0.0,0.0
2022-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-10,0.0,0.2885196915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285469645,0.0
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-20,0.276163314,0.0,0.282733339,0.0,0.0,0.288508312,0.0,0.0,0.0,0.285459281,0.0
2022-10-21,1.040933088153846,1.1780792165,1.5552046814166667,1.2986361023333333,0.52629164375,1.4233015809333334,1.548175705909091,1.5560630263333335,1.1572567546923076,1.6089443303636364,1.8157177658461536
2022-10-22,0.414251065,0.28850851833333335,0.0,0.621092074,0.0,0.6972236481666667,0.279179812,0.278685157,0.87058619725,0.2854571855,0.6479661325555556
2022-10-23,0.41425712600000003,0.4808439543333333,0.282848682,0.0,0.0,0.0,0.2791819085,0.27864490249999996,0.278555118,0.47575789366666665,0.277701702
2022-10-24,1.7398836399,2.3401048495555554,0.6222827808,0.6587551095833334,0.0,1.087437069230769,0.6700371504,0.8359152848000001,2.506951328090909,1.28454496725,0.9088527907272728
2022-10-25,3.4368507471666665,3.7166139888235294,2.310429586222222,1.0540285110666667,0.0,1.4631165195714286,2.109388968722222,2.376346357470588,1.7772416993809526,3.4432698068125,1.839822326125
2022-10-26,0.27617814479999997,0.384670362,0.282938439,0.2823323736666667,0.0,0.4039014702,0.2791845195,0.278591917,1.0212091293333334,0.46385815612500003,0.41656560649999996
2022-10-27,6.628362822,7.789528398,1.132048586,0.0,0.0,0.0,2.512681578,3.899620584,0.0,1.926781059,0.0
2022-10-28,1.1047289711666666,1.2694035934,1.556602207,1.341124016,0.0,1.190053725125,1.0369806777142858,0.9947827227142857,1.6360010585,1.1825729584285714,0.956581994888889
2022-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-30,2.6698329008571426,3.5052392517499995,1.4753403989473683,0.423529376,0.263146475,0.4327413017857143,1.3680344769000001,1.319034820736842,3.2480798075,1.8078151677142857,0.704995627
2022-10-31,1.2888915410000001,1.51460562525,1.132670204777778,1.3764953148125,0.5813123420909091,1.5639356754210525,0.94227088625,0.9281633203333334,2.722108599555556,1.3320704184444443,1.3002701729545454
2022-11-01,1.3020656091428573,1.9232929221666666,0.9630444698,1.2424109676000001,0.19291062125000003,0.9295806301111111,0.7910487789999999,1.2063994271666667,1.4536380088888887,1.7126465088,0.624898674125
2022-11-02,0.58692021275,0.7212328061666667,0.28327599400000003,1.129472585,0.054358321083333334,0.288489826,0.27919447375,0.27838279180000003,0.5566897027777779,0.3669945832857143,0.34716806925
2022-11-03,3.774770263666667,4.5048874219999995,1.8092098223846154,0.423566308125,0.16074932329166666,0.4216347101538461,2.212099045076923,2.62090700025,4.492568761642857,3.337418726923077,0.7263982312307693
2022-11-04,7.145296571173914,7.881002782454545,6.170566719318182,2.848383426521739,1.9426395060833332,4.327279550958333,5.634722552772727,7.008231851681819,7.594867256291667,7.084003309090909,5.242415593833333
2022-11-05,0.7365541942222222,0.7051920428888888,0.5669431076666667,0.5647767562,0.15631114808333332,0.5769669039090909,0.52349927425,0.5008848122,0.6121609003,0.6977280122222222,0.49994697769999996
2022-11-06,2.7805299412,2.434098750625,2.1895024922777777,2.299501350714286,0.360878117875,1.215743764785714,2.3070848519473683,2.2697665151052635,2.225799386631579,2.5879185964666664,1.3887577953749999
2022-11-07,1.6803152291666665,1.6106987403333335,0.8823506694444444,0.5648001835,0.09248424229166667,0.384639629,0.713519924,1.1683599887,1.90566676585,1.8552921678,0.5207939404999999
2022-11-08,0.0,0.0,0.0,0.0,0.041882980916666666,0.0,0.0,0.278160484,0.0,0.0,0.0
2022-11-09,0.276223461,0.0,0.0,0.0,0.04202288691666667,0.0,0.0,0.0,0.278131799,0.0,0.0
2022-11-10,0.0,0.0,0.0,0.0,0.041883017,0.0,0.279208739,0.278054105,0.27810889549999995,0.0,0.0
2022-11-11,0.0,0.0,0.0,0.0,0.041883035958333335,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-12,0.0,0.0,0.0,0.0,0.04188305541666667,0.0,0.0,0.0,0.278040176,0.0,0.0
2022-11-13,0.0,0.0,0.0,0.0,0.04188307558333334,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-14,0.0,0.0,0.0,0.0,0.041883094999999995,0.0,0.0,0.0,0.0,0.285412655,0.0
2022-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-17,0.276260161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-21,0.276285539,0.13504954449999998,0.0,0.0,0.0,0.0,0.0,0.0,0.277667596,0.0,0.0
2022-11-22,3.187938990538462,2.747274316,3.3474996595,0.6954775702307692,1.0323547546153846,1.2868776745384616,1.9546653073000002,3.3837551910999997,3.4978598374999996,1.601317257368421,2.39640173425
2022-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.554610411,0.0,0.0,0.0
2022-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277180277,0.0,0.0,0.0
2022-11-25,0.6447158751666667,0.5244818384666667,0.38026302733333334,1.6106662215,1.4999537795,1.9613053709,0.48868197775,0.51962886075,0.983690176090909,0.429727708125,1.2967139378888888
